label,message
spam,Congratulations! You have won $1407 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1180 cash. Click here to claim your prize now!
spam,Congratulations! You have won $859 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1011 cash. Click here to claim your prize now!
spam,Congratulations! You have won $907 cash. Click here to claim your prize now!
spam,Congratulations! You have won $539 cash. Click here to claim your prize now!
spam,Congratulations! You have won $644 cash. Click here to claim your prize now!
spam,Congratulations! You have won $585 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
spam,Congratulations! You have won $487 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
spam,Congratulations! You have won $1292 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1330 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1310 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1373 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 16 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $1030 cash. Click here to claim your prize now!
spam,Congratulations! You have won $235 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
spam,Congratulations! You have won $1597 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 9 AM."
spam,Congratulations! You have won $466 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $129 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
spam,Congratulations! You have won $1147 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
spam,Congratulations! You have won $1521 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1588 cash. Click here to claim your prize now!
spam,Congratulations! You have won $283 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1234 cash. Click here to claim your prize now!
spam,Congratulations! You have won $288 cash. Click here to claim your prize now!
spam,Congratulations! You have won $520 cash. Click here to claim your prize now!
spam,Congratulations! You have won $270 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1477 cash. Click here to claim your prize now!
spam,Congratulations! You have won $560 cash. Click here to claim your prize now!
spam,Congratulations! You have won $143 cash. Click here to claim your prize now!
spam,Congratulations! You have won $187 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1422 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 15 AM."
spam,Congratulations! You have won $805 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1003 cash. Click here to claim your prize now!
spam,Congratulations! You have won $382 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 13 AM."
spam,Congratulations! You have won $793 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 13 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $357 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 15 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 15 AM."
spam,Congratulations! You have won $1316 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1141 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $249 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 9 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $234 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $931 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 16 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $964 cash. Click here to claim your prize now!
spam,Congratulations! You have won $628 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $530 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
spam,Congratulations! You have won $710 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1049 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 15 AM."
spam,Congratulations! You have won $321 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $1136 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $1032 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 11 AM."
spam,Congratulations! You have won $273 cash. Click here to claim your prize now!
spam,Congratulations! You have won $665 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 10 AM."
spam,Congratulations! You have won $912 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 17 AM."
spam,Congratulations! You have won $1058 cash. Click here to claim your prize now!
spam,Congratulations! You have won $627 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1513 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
spam,Congratulations! You have won $372 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1026 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
spam,Congratulations! You have won $947 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1052 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 16 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 13 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 9 AM."
spam,Congratulations! You have won $1200 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1392 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 16 AM."
spam,Congratulations! You have won $268 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 12 AM."
spam,Congratulations! You have won $1567 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 15 AM."
spam,Congratulations! You have won $1498 cash. Click here to claim your prize now!
spam,Congratulations! You have won $1328 cash. Click here to claim your prize now!
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 14 AM."
ham,"Hi, just wanted to check if you're available for a meeting tomorrow at 13 AM."
